非洲	アフリカ
雲佩斯	ロビン・ファン・ペルシ
2月19號	2月19日
2月17號	2月17日
2月16號	2月16日
2月18號	2月18日
2月20號	2月20日
分析化學	分析化学
中子	中性子
2月21號	2月21日
2月22號	2月22日
2月23號	2月23日
2月24號	2月24日
2月25號	2月25日
2月26號	2月26日
27年	27年
2月27號	2月27日
2月28號	2月28日
12月11號	12月11日
2月29號	2月29日
12月12號	12月12日
微軟Visual Basic	Microsoft Visual Basic
12月13號	12月13日
12月14號	12月14日
12月15號	12月15日
3月2號	3月2日
3月3號	3月3日
3月5號	3月5日
3月1號	3月1日
3月7號	3月7日
3月8號	3月8日
3月4號	3月4日
3月10號	3月10日
3月11號	3月11日
3月6號	3月6日
3月13號	3月13日
3月9號	3月9日
3月12號	3月12日
3月15號	3月15日
3月14號	3月14日
C++	C++
鹽酸	塩酸
12月16號	12月16日
12月17號	12月17日
3月16號	3月16日
3月17號	3月17日
3月18號	3月18日
3月19號	3月19日
1989年	1989年
1988年	1988年
3月20號	3月20日
1987年	1987年
1986年	1986年
1985年	1985年
1984年	1984年
3月21號	3月21日
1983年	1983年
3月22號	3月22日
1982年	1982年
1981年	1981年
12月18號	12月18日
1980年	1980年
3月23號	3月23日
摩加迪沙	モガディシュ
12月19號	12月19日
3月24號	3月24日
3月25號	3月25日
12月20號	12月20日
3月26號	3月26日
3月27號	3月27日
3月28號	3月28日
3月29號	3月29日
3月30號	3月30日
3月31號	3月31日
薩那	サナア
1970年	1970年
1971年	1971年
1972年	1972年
1973年	1973年
1974年	1974年
1975年	1975年
1976年	1976年
1977年	1977年
1978年	1978年
1979年	1979年
1969年	1969年
三十年戰爭	三十年戦争
本篤十六世	ベネディクト16世 (ローマ教皇)
4月15號	4月15日
4月13號	4月13日
4月12號	4月12日
4月14號	4月14日
4月11號	4月11日
4月10號	4月10日
4月8號	4月8日
4月9號	4月9日
4月7號	4月7日
4月6號	4月6日
4月5號	4月5日
4月4號	4月4日
4月3號	4月3日
4月1號	4月1日
4月2號	4月2日
希末·高爾 (總理)	ヘルムート・コール
4月16號	4月16日
4月17號	4月17日
4月18號	4月18日
4月19號	4月19日
4月20號	4月20日
4月21號	4月21日
4月22號	4月22日
4月23號	4月23日
4月24號	4月24日
4月25號	4月25日
4月26號	4月26日
4月27號	4月27日
4月28號	4月28日
4月29號	4月29日
4月30號	4月30日
衞星	衛星
5月1號	5月1日
5月2號	5月2日
5月3號	5月3日
暴風雪號航天飛機	ブラン (オービタ)
5月4號	5月4日
5月5號	5月5日
5月6號	5月6日
5月7號	5月7日
5月8號	5月8日
5月9號	5月9日
5月10號	5月10日
5月11號	5月11日
5月12號	5月12日
5月13號	5月13日
5月14號	5月14日
5月15號	5月15日
土衞六	タイタン (衛星)
5月16號	5月16日
5月17號	5月17日
5月18號	5月18日
5月19號	5月19日
5月20號	5月20日
5月21號	5月21日
5月22號	5月22日
5月23號	5月23日
5月24號	5月24日
5月25號	5月25日
5月26號	5月26日
5月27號	5月27日
5月28號	5月28日
5月29號	5月29日
5月30號	5月30日
5月31號	5月31日
屈福	ワトフォード
保羅麥卡尼	ポール・マッカートニー
12月21號	12月21日
6月14號	6月14日
6月15號	6月15日
6月13號	6月13日
6月10號	6月10日
6月7號	6月7日
6月11號	6月11日
6月9號	6月9日
6月12號	6月12日
6月6號	6月6日
6月8號	6月8日
6月5號	6月5日
6月3號	6月3日
6月2號	6月2日
6月1號	6月1日
6月4號	6月4日
靈高史達	リンゴ・スター
拿坡利	ナポリ
12月22號	12月22日
佐治夏里遜	ジョージ・ハリスン
1968年	1968年
1967年	1967年
1966年	1966年
1965年	1965年
1964年	1964年
6月16號	6月16日
巴勒摩	パレルモ
6月30號	6月30日
6月29號	6月29日
6月28號	6月28日
6月26號	6月26日
6月25號	6月25日
6月22號	6月22日
6月27號	6月27日
6月24號	6月24日
6月20號	6月20日
6月23號	6月23日
6月19號	6月19日
6月18號	6月18日
6月21號	6月21日
6月17號	6月17日
12月23號	12月23日
威廉二世 (德國)	ヴィルヘルム2世 (ドイツ皇帝)
阿諾舒華辛力加	アーノルド・シュワルツェネッガー
7月15號	7月15日
7月13號	7月13日
7月12號	7月12日
7月10號	7月10日
7月9號	7月9日
7月14號	7月14日
7月8號	7月8日
7月7號	7月7日
7月6號	7月6日
7月5號	7月5日
7月2號	7月2日
7月4號	7月4日
7月3號	7月3日
7月1號	7月1日
7月11號	7月11日
12月24號	12月24日
7月31號	7月31日
7月30號	7月30日
7月29號	7月29日
7月28號	7月28日
7月27號	7月27日
7月25號	7月25日
7月24號	7月24日
7月23號	7月23日
7月26號	7月26日
7月22號	7月22日
7月19號	7月19日
7月21號	7月21日
7月20號	7月20日
7月17號	7月17日
7月18號	7月18日
7月16號	7月16日
足球	サッカー
12月25號	12月25日
1963年	1963年
歷赫·卡錢斯基	レフ・カチンスキ
12月26號	12月26日
猶太人大屠殺	ホロコースト
1962年	1962年
IPhone	IPhone
8月14號	8月14日
8月15號	8月15日
8月13號	8月13日
8月12號	8月12日
8月11號	8月11日
8月10號	8月10日
8月8號	8月8日
8月7號	8月7日
8月9號	8月9日
8月5號	8月5日
8月4號	8月4日
8月2號	8月2日
8月3號	8月3日
8月6號	8月6日
8月1號	8月1日
烏甸尼	ウーディネ
格林兄弟	グリム兄弟
IPad	IPad
12月27號	12月27日
馬德里	マドリード
潛水艇	潜水艦
8月16號	8月16日
可口可樂	コカ・コーラ
8月29號	8月29日
8月28號	8月28日
8月30號	8月30日
8月25號	8月25日
8月26號	8月26日
8月23號	8月23日
8月27號	8月27日
8月21號	8月21日
8月20號	8月20日
8月24號	8月24日
8月18號	8月18日
8月17號	8月17日
8月22號	8月22日
8月19號	8月19日
8月31號	8月31日
米高積臣	マイケル・ジャクソン
12月28號	12月28日
流行性感冒	インフルエンザ
波哥大	ボゴタ
巴西利亞	ブラジリア
9月15號	9月15日
9月14號	9月14日
9月13號	9月13日
9月12號	9月12日
9月8號	9月8日
9月11號	9月11日
9月7號	9月7日
9月10號	9月10日
9月5號	9月5日
9月4號	9月4日
9月9號	9月9日
9月2號	9月2日
9月6號	9月6日
9月1號	9月1日
9月3號	9月3日
12月29號	12月29日
古龍水	オーデコロン
利馬	リマ
亂世佳人	風と共に去りぬ
亂世佳人 (電影)	風と共に去りぬ (映画)
加拿大行省	カナダの州
9月30號	9月30日
9月29號	9月29日
9月28號	9月28日
9月27號	9月27日
9月26號	9月26日
9月25號	9月25日
聖地亞哥	サンティアゴ (チリ)
9月23號	9月23日
9月22號	9月22日
9月24號	9月24日
9月21號	9月21日
9月20號	9月20日
9月18號	9月18日
9月17號	9月17日
9月19號	9月19日
9月16號	9月16日
基多	キト
12月30號	12月30日
蘇克雷	スクレ (ボリビア)
12月31號	12月31日
10月1號	10月1日
乳牛	乳牛
10月15號	10月15日
10月12號	10月12日
10月10號	10月10日
10月14號	10月14日
10月9號	10月9日
10月8號	10月8日
10月13號	10月13日
10月7號	10月7日
10月11號	10月11日
10月6號	10月6日
10月4號	10月4日
10月5號	10月5日
10月3號	10月3日
10月2號	10月2日
亞松森	アスンシオン
山羊	ヤギ
10月31號	10月31日
10月30號	10月30日
10月29號	10月29日
10月28號	10月28日
10月26號	10月26日
10月25號	10月25日
10月24號	10月24日
10月27號	10月27日
10月22號	10月22日
10月23號	10月23日
10月20號	10月20日
10月21號	10月21日
10月19號	10月19日
10月17號	10月17日
10月16號	10月16日
10月18號	10月18日
巴黎聖母院	ノートルダム大聖堂 (パリ)
11月15號	11月15日
11月14號	11月14日
11月13號	11月13日
11月12號	11月12日
11月11號	11月11日
11月10號	11月10日
11月7號	11月7日
11月8號	11月8日
11月9號	11月9日
11月6號	11月6日
11月5號	11月5日
11月4號	11月4日
11月3號	11月3日
11月2號	11月2日
11月1號	11月1日
巴拉馬利波	パラマリボ
男仔	少年
11月30號	11月30日
11月29號	11月29日
11月28號	11月28日
11月27號	11月27日
11月26號	11月26日
11月25號	11月25日
11月23號	11月23日
11月24號	11月24日
11月21號	11月21日
11月20號	11月20日
11月22號	11月22日
11月19號	11月19日
11月18號	11月18日
11月17號	11月17日
11月16號	11月16日
女仔	少女
加德滿都	カトマンズ
哈德遜灣	ハドソン湾
查理大帝	カール大帝
聖荷西	サンホセ (コスタリカ)
安	アン県
坎培拉	キャンベラ
木衛一	イオ (衛星)
雪梨 (澳洲)	シドニー
綠	緑
哈德遜河	ハドソン川
墨爾本	メルボルン
紅	赤
木衞三	ガニメデ (衛星)
珀斯	パース (西オーストラリア州)
火	火
西澳洲	西オーストラリア州
新南威爾士	ニューサウスウェールズ州
地球大氣層	地球の大気
北領地	ノーザンテリトリー
澳洲首都地區	オーストラリア首都特別地域
馬拿瓜	マナグア
巴拿馬城	パナマ市
天衛三	チタニア (衛星)
天衛四	オベロン (衛星)
佐治奧威爾	ジョージ・オーウェル
天衛二	ウンブリエル
黃金丘	コート＝ドール県
天衛一	アリエル (衛星)
天衛五	ミランダ (衛星)
艾美麗雅	アメリア・イアハート
海衞一	トリトン (衛星)
尼羅河	ナイル川
赫福郡	ハートフォードシャー
織女星	ベガ
蘇門答臘	スマトラ島
剛果河	コンゴ川
尼日河	ニジェール川
剌八	ラバト
彗星	彗星
阿爾及爾	アルジェ
突尼斯	チュニス
的黎波里	トリポリ
吉布提城	ジブチ市
德黑蘭	テヘラン
阿迪斯阿貝巴	アディスアベバ
耶加達	ジャカルタ
安卡拉	アンカラ
阿斯馬拉	アスマラ
恩賈梅納	ンジャメナ
尼亞美	ニアメ
或索	ヌアクショット
利雅得	リヤド
1961年	1961年
巴馬科	バマコ
呎	フィート
貝爾格萊德	ベオグラード
達喀爾	ダカール
康納克立	コナクリ
比紹	ビサウ
Category:維基百科模	Category:ウィキペディアのテンプレート
培亞	プライア
1960年	1960年
爪哇	ジャワ島
Category:模	Category:分野別テンプレート
阿克拉	アクラ
大馬士革	ダマスカス
雅穆蘇克雷	ヤムスクロ
法屬圭亞那	フランス領ギアナ
Ouagadougou	ワガドゥグー
Freetown	フリータウン
亞馬遜河	アマゾン川
阿布賈	アブジャ
洛美	ロメ
加里曼丹	カリマンタン
波圖奴埠	ポルトノボ
安曼	アンマン
雅溫得	ヤウンデ
Category:運動模	Category:スポーツ関連のテンプレート
蘇拉威西	スラウェシ島
馬拉博	マラボ
貝魯特	ベイルート
Category:科學模	Category:科学と自然のテンプレート
利伯維爾	リーブルヴィル
馬斯喀特	マスカット
摩鹿加群島	モルッカ諸島
Category:史模	Category:歴史関連記事のテンプレート
班基	バンギ
Category:社會模	Category:社会と社会科学のテンプレート
金沙薩	キンシャサ
布拉柴維爾	ブラザヴィル
Category:國模	Category:国関連のテンプレート
布松布拉	ブジュンブラ
Category:時間模	Category:暦と日付と時間のテンプレート
尼科西亞	ニコシア
基加利	キガリ
多哈	ドーハ
小行星	小惑星
杜篤瑪	ドドマ
賴羅比	ナイロビ
里朗威	リロングウェ
Category:地理模	Category:地理関連のテンプレート
盧薩卡	ルサカ
麥納瑪	マナーマ
日食	日食
馬布多	マプト
坎帕拉	カンパラ
Luanda	ルアンダ
馬塞盧	マセル
二進制	二進法
學校	学校
安塔那那利佛	アンタナナリボ
大學	大学
嘉波隆里	ハボローネ
哈拉雷	ハラレ
嘉麗絲姬莉	グレース・ケリー
普利托里亞	プレトリア
路易港	ポートルイス
乒乓波	卓球
溫荷克	ウィントフック
超新星	超新星
Wikipedia:沙盤	Wikipedia:サンドボックス
Wikipedia:概述	Wikipedia:ウィキペディアへようこそ
住宅	家屋
市鎮	街
手提電腦	ノートパソコン
硬件	ハードウェア
代數學	代数学
巴斯克自治區	バスク州
地圖	地図
河	川
奧薩斯庫	オザスコ (サンパウロ州)
武當山	武当山
亞拉岡	アラゴン州
前36年	紀元前36年
前20年	紀元前20年
前40年	紀元前40年
前39年	紀元前39年
前37年	紀元前37年
前22年	紀元前22年
氨	アンモニア
前38年	紀元前38年
好望角	喜望峰
格拉斯哥	グラスゴー
前28年	紀元前28年
前18年	紀元前18年
前15年	紀元前15年
前33年	紀元前33年
硫酸	硫酸
前30年	紀元前30年
前12年	紀元前12年
頤和園	頤和園
Category:中國組織	Category:中国の組織
Template:世青盃	Template:FIFA U-20ワールドカップ
同海機場	ドンホイ空港
太空	宇宙空間
前45年	紀元前45年
前46年	紀元前46年
前41年	紀元前41年
前49年	紀元前49年
前42年	紀元前42年
前25年	紀元前25年
前47年	紀元前47年
前10年	紀元前10年
望遠鏡	望遠鏡
第57屆美國總統選舉	2012年アメリカ合衆国大統領選挙
Category:馬來西亞史	Category:マレーシアの歴史
人造牛油	マーガリン
各話人口一覽	ネイティブスピーカーの数が多い言語の一覧
底板	マザーボード
Category:大學舊生	Category:大学の卒業生
Category:台灣史	Category:台湾の歴史
古里提巴	クリチバ
千年女王	新竹取物語 1000年女王
Category:土耳其史	Category:トルコの歴史
森林	森林
Category:日本史	Category:日本の歴史
Category:1888年	Category:1888年
USB記憶體	USBフラッシュドライブ
Zichyújfalu	ズィチウーイファル
Me	ME
Category:歐洲大學	Category:ヨーロッパの大学
硬碟	ハードディスクドライブ
狄更生	エミリー・ディキンソン
伯力	ハバロフスク
碧根鮑華	フランツ・ベッケンバウアー
略夫	ヨアヒム・レーヴ
彼得積遜	ピーター・ジャクソン
Category:蘇聯人	Category:ソビエト連邦の人物
頻渣別省	パンジャーブ州 (パキスタン)
Category:1421年出世	Category:1421年生
科莫多巨蜥	コモドオオトカゲ
海軍	海軍
貝加爾海豹	バイカルアザラシ
羅宋湯	ボルシチ
Category:越南史	Category:ベトナムの歴史
Category:巴基斯坦史	Category:パキスタンの歴史
Category:1421年	Category:1421年
Category:1481年	Category:1481年
Category:人物模	Category:人物の基礎情報テンプレート
約伯記	ヨブ記
箴言	箴言
魯爾艾比奧爾	ラウール・アルビオル
孔子	孔子
莎拉伯恩哈特	サラ・ベルナール
十腳目	十脚目
瑪琳黛德麗	マレーネ・ディートリッヒ
瑪莉蓮夢露	マリリン・モンロー
Corbin Bleu	コービン・ブルー
Category:數學	Category:数学
Category:人造語言	Category:人工言語
法羅群島	フェロー諸島
Category:印度史	Category:インドの歴史
莫西	ムハンマド・ムルシー
Category:菲律賓史	Category:フィリピンの歴史
Template:伊朗旗資料	Template:Country data Iran
Category:泰國史	Category:タイの歴史
峇里	バリ島
福爾摩斯	シャーロック・ホームズ
莫斯科歌劇院脅持事件	モスクワ劇場占拠事件
前107年	紀元前107年
文藝復興	ルネサンス
前143年	紀元前143年
柯比意	ル・コルビュジエ
前126年	紀元前126年
前116年	紀元前116年
前136年	紀元前136年
前113年	紀元前113年
前140年	紀元前140年
Category:鶴科	Category:ツル科
前150年	紀元前150年
柱	柱
Category:1888年出世	Category:1888年生
前130年	紀元前130年
1488年	1488年
歐羅	ユーロ
美金	アメリカ合衆国ドル
地中海	地中海
威尼斯共和國	ヴェネツィア共和国
遼國	遼
